Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,talk_id,main_rating
13,9,13,107,2,189,129,84,24,9,50,4,35,3,2306,talk_id
51,6,96,157,30,396,49,173,49,29,43,7,239,24,2307,talk_id
139,9,431,140,9,269,11,254,35,21,22,5,78,21,2308,talk_id
11,5,25,32,10,152,10,59,7,6,31,5,27,11,2309,talk_id
108,2,42,444,61,364,271,447,72,11,60,18,124,35,2310,talk_id
6,12,24,67,41,142,17,60,10,13,55,34,106,47,2311,talk_id
535,8,295,117,4,22,23,454,33,9,43,5,37,19,2312,talk_id
78,1,13,336,102,432,107,91,48,22,125,4,92,4,2313,talk_id
161,1,3,43,6,4,11,32,49,1,16,1,5,3,2314,talk_id
349,147,441,119,165,109,47,522,51,118,40,688,114,1243,2315,talk_id
36,46,123,77,25,605,24,68,40,35,83,72,186,355,2316,talk_id
243,4,315,92,21,319,27,422,48,24,34,35,304,55,2317,talk_id
48,4,17,29,31,106,49,88,6,0,12,1,73,12,2318,talk_id
238,7,77,148,17,87,61,369,18,5,71,9,133,17,2319,talk_id
206,10,6,52,9,3,12,53,19,9,13,20,2,17,2320,talk_id
77,7,233,63,63,65,6,335,20,5,23,6,86,12,2321,talk_id
612,7,911,108,11,171,34,673,77,10,31,17,243,67,2322,talk_id
33,29,117,169,9,452,34,334,10,18,46,14,234,41,2323,talk_id
47,6,42,116,255,173,292,351,22,6,30,0,70,4,2324,talk_id
68,5,96,61,8,192,21,224,22,6,19,1,82,8,2325,talk_id
51,8,121,48,4,159,16,144,71,4,17,21,95,28,2326,talk_id
120,39,35,203,15,479,62,193,25,53,112,5,112,127,2327,talk_id
165,5,27,443,152,466,171,416,57,3,22,0,98,5,2328,talk_id
199,3,265,104,25,94,13,559,28,10,19,0,174,9,2329,talk_id
411,16,63,874,239,555,399,732,134,26,87,6,192,21,2330,talk_id
46,4,200,47,334,82,47,404,15,12,16,23,161,32,2331,talk_id
84,10,135,696,67,542,209,389,225,15,37,17,251,24,2332,talk_id
165,34,338,565,78,1456,175,1668,60,56,150,22,790,50,2333,talk_id
19,12,33,48,10,231,18,87,11,14,12,15,152,44,2334,talk_id
42,15,77,26,12,91,7,148,11,12,13,80,54,93,2335,talk_id
64,20,17,278,4,437,125,181,51,21,41,6,73,16,2336,talk_id
28,2,14,26,8,76,38,151,6,19,29,8,39,9,2337,talk_id
174,2,134,116,340,35,75,486,14,16,31,6,101,18,2338,talk_id
447,4,248,77,90,65,14,357,28,8,23,11,27,35,2339,talk_id
27,13,18,54,8,186,28,65,17,21,63,4,100,29,2340,talk_id
280,7,1417,727,1856,786,430,3085,133,1,71,11,767,7,2341,Inspiring
715,4,519,137,70,53,24,877,43,12,24,5,149,8,2342,talk_id
62,1,49,28,5,137,10,90,3,8,35,3,43,15,2343,talk_id
21,5,49,80,9,163,22,105,7,5,23,0,75,8,2344,talk_id
27,10,19,223,23,329,102,281,64,21,33,2,126,17,2345,talk_id
22,9,68,241,26,395,123,155,68,12,39,9,124,17,2346,talk_id
157,8,149,49,16,143,24,256,16,14,42,21,50,32,2347,talk_id
355,14,367,664,377,1851,305,2906,133,34,210,25,1361,70,2348,Inspiring
23,34,27,142,22,468,89,234,22,13,75,6,247,40,2349,talk_id
230,25,309,54,16,25,19,391,119,7,27,32,67,27,2350,talk_id
54,7,12,239,21,447,26,77,68,19,52,7,49,10,2351,talk_id
325,20,296,126,14,107,45,674,33,18,35,37,270,82,2352,talk_id
53,4,32,291,43,305,64,301,54,15,60,5,71,9,2353,talk_id
288,19,309,612,661,1399,296,1666,52,29,93,17,698,23,2354,talk_id
14,3,50,29,4,119,9,148,22,8,13,8,125,27,2355,talk_id
95,2,30,64,6,442,45,256,37,5,29,1,193,7,2356,talk_id
169,22,269,92,80,369,28,277,22,32,79,49,146,128,2357,talk_id
446,14,62,177,123,215,75,364,21,31,97,7,174,35,2358,talk_id
17,18,20,146,17,272,85,59,32,21,61,4,31,19,2359,talk_id
40,4,31,213,57,266,177,348,27,9,18,4,30,0,2360,talk_id
118,3,20,187,21,187,43,254,38,10,17,0,70,1,2361,talk_id
180,9,123,126,141,192,64,494,25,7,60,7,201,19,2362,talk_id
266,10,1027,126,11,727,21,897,154,3,12,8,131,5,2363,talk_id
236,53,756,123,47,332,49,594,124,27,34,202,235,126,2364,talk_id
48,14,7,94,17,133,49,49,16,18,43,7,30,10,2365,talk_id
106,6,70,102,50,427,72,419,8,15,79,11,414,83,2366,talk_id
4,11,71,132,15,292,24,42,40,21,29,3,65,33,2367,talk_id
158,8,33,205,25,162,204,340,30,9,35,9,89,22,2368,talk_id
8,9,47,84,7,391,36,70,21,9,31,2,117,8,2369,talk_id
142,11,669,97,5,319,24,593,56,2,12,2,260,10,2370,talk_id
36,3,68,70,11,172,98,229,14,1,27,5,35,6,2371,talk_id
24,3,24,127,19,134,64,183,17,9,22,1,50,2,2372,talk_id
35,9,15,163,114,341,87,108,21,5,33,3,97,5,2373,talk_id
164,5,300,470,27,1252,247,1910,79,16,68,3,916,26,2374,talk_id
289,10,1145,112,14,370,6,415,78,10,35,14,131,25,2375,talk_id
31,5,9,308,271,312,62,95,23,6,32,10,11,9,2376,talk_id
82,2,30,529,30,420,241,456,184,12,23,5,87,37,2377,talk_id
227,36,1053,143,16,203,25,635,248,17,36,58,101,96,2378,talk_id
76,1,41,121,4,184,72,128,41,5,15,2,29,5,2379,talk_id
24,4,1,107,67,280,84,121,4,11,31,0,136,0,2380,talk_id
70,1,96,38,7,203,15,160,15,9,23,0,86,14,2381,talk_id
25,5,18,20,3,112,9,54,6,20,15,22,37,22,2382,talk_id
383,3,18,233,35,3,53,111,266,3,31,1,1,4,2383,talk_id
29,17,75,18,58,250,31,112,12,7,52,8,132,40,2384,talk_id
20,5,185,45,3,430,33,292,8,14,43,6,225,22,2385,talk_id
31,6,102,40,4,219,6,133,44,2,18,6,101,13,2386,talk_id
48,12,65,136,62,219,47,251,12,12,22,10,89,99,2387,talk_id
65,12,87,380,24,583,120,333,76,23,30,19,214,29,2388,talk_id
38,13,118,64,4,169,28,147,16,15,12,35,94,44,2389,talk_id
53,5,13,267,19,290,234,182,29,11,17,5,27,23,2390,talk_id
47,3,71,52,9,147,33,278,16,0,36,0,92,1,2391,talk_id
15,9,85,34,30,176,22,86,27,29,46,57,121,79,2392,talk_id
36,10,14,80,70,68,58,48,6,3,7,2,6,12,2393,talk_id
42,1,40,136,21,213,288,476,38,3,8,8,166,3,2394,talk_id
117,4,8,219,195,172,71,255,11,3,43,4,45,22,2395,talk_id
283,0,133,58,7,67,16,293,35,0,10,0,52,0,2396,talk_id
143,3,13,21,12,1,2,35,25,0,19,3,2,0,2397,talk_id
35,12,58,164,293,205,45,110,17,23,45,24,113,62,2398,talk_id
449,10,1188,172,12,482,24,1182,54,13,30,13,639,29,2399,talk_id
116,3,396,180,173,201,32,711,27,2,24,7,255,7,2400,talk_id
67,8,86,54,56,68,17,259,14,5,44,10,114,12,2401,talk_id
16,0,55,64,4,198,34,90,27,13,33,23,81,22,2402,talk_id
225,11,36,183,89,136,116,232,23,2,33,6,42,12,2403,talk_id
102,2,87,109,16,191,58,107,14,4,17,8,124,4,2404,talk_id
47,6,5,164,23,212,8,39,14,4,41,3,50,13,2405,talk_id
229,7,332,232,27,588,24,389,48,5,17,26,208,28,2406,talk_id
9,12,49,23,5,100,39,52,2,6,16,5,103,23,2407,talk_id
80,1,1,19,5,3,7,17,13,4,6,1,4,0,2408,talk_id
83,52,32,108,261,114,56,98,24,81,113,17,11,44,2409,talk_id
22,1,10,119,10,123,83,64,33,7,19,1,28,2,2410,talk_id
322,0,385,69,191,96,15,708,20,1,33,1,102,0,2411,talk_id
11,4,24,25,3,113,7,75,3,7,24,6,54,2,2412,talk_id
9,2,62,54,10,121,49,382,15,12,17,10,146,28,2413,talk_id
21,22,36,79,76,453,55,63,17,25,57,19,162,41,2414,talk_id
32,1,89,110,48,134,186,308,30,10,15,1,40,2,2415,talk_id
72,6,59,89,29,286,11,166,21,7,51,9,127,7,2416,talk_id
26,5,178,18,1,134,6,152,7,1,23,9,70,12,2417,talk_id
13,6,13,252,15,349,77,131,71,8,10,6,75,15,2418,talk_id
16,1,1,13,1,1,6,3,3,8,14,0,1,8,2419,talk_id
241,0,178,46,6,30,10,115,29,1,24,0,12,2,2420,talk_id
59,2,234,76,19,259,30,614,12,5,37,4,305,14,2421,talk_id
7,4,19,17,1,45,2,23,2,4,17,12,17,10,2422,talk_id
80,46,32,183,8,214,81,104,43,21,47,12,16,23,2423,talk_id
7,3,68,15,4,183,4,77,19,7,14,1,99,4,2424,talk_id
32,2,71,43,12,175,8,151,30,7,44,14,87,23,2425,talk_id
85,8,9,79,19,111,79,101,10,4,43,3,44,7,2426,talk_id
28,10,42,90,73,236,48,412,14,25,73,1,182,37,2427,talk_id
12,6,68,23,10,143,12,107,5,6,7,7,122,35,2428,talk_id
9,7,6,13,228,158,57,11,9,4,20,12,9,9,2429,talk_id
56,3,54,42,3,126,43,152,7,3,4,1,64,0,2430,talk_id
263,13,234,131,185,162,36,551,27,9,8,18,202,18,2431,talk_id
344,15,11,113,5,33,63,161,33,17,37,6,7,13,2432,talk_id
115,4,4,208,9,201,29,97,102,13,11,3,7,3,2433,talk_id
209,5,181,59,7,18,26,202,25,2,14,8,16,3,2434,talk_id
28,1,83,66,6,274,20,95,15,10,18,4,133,10,2435,talk_id
75,3,333,171,193,320,86,867,68,4,36,5,288,12,2436,talk_id
32,0,121,22,2,171,7,125,30,2,30,2,96,15,2437,talk_id
8,0,69,18,0,82,11,115,2,16,11,0,66,7,2438,talk_id
1665,33,659,359,21,142,40,2229,87,26,45,28,544,23,2439,talk_id
100,2,40,35,44,38,4,173,8,7,26,1,10,8,2440,talk_id
139,3,59,431,77,1067,53,504,61,8,31,5,299,22,2441,talk_id
106,21,191,1296,131,446,518,1288,340,19,41,12,65,32,2442,talk_id
33,5,220,75,10,225,14,248,24,5,14,15,199,21,2443,talk_id
26,37,65,81,10,245,28,57,33,29,50,45,114,107,2444,talk_id
197,0,358,56,10,217,8,403,22,6,22,0,118,4,2445,talk_id
79,4,83,79,19,89,48,293,24,6,36,4,93,12,2446,talk_id
255,0,63,54,5,45,4,222,9,0,9,0,27,0,2447,talk_id
50,3,48,339,4,358,83,236,74,12,22,14,90,18,2448,talk_id
272,1,14,138,12,117,54,130,28,8,8,3,11,4,2449,talk_id
48,6,12,65,11,171,8,30,6,4,30,4,46,7,2450,talk_id
2626,31,473,1259,1020,241,157,3984,327,31,120,15,151,30,2451,Inspiring
6,3,4,82,76,153,49,60,9,3,26,3,44,15,2452,talk_id
504,5,561,75,6,137,17,630,30,3,22,2,52,3,2453,talk_id
5,11,58,33,1,145,155,140,16,4,23,9,150,49,2454,talk_id
27,10,38,139,14,296,35,90,33,7,25,2,157,11,2455,talk_id
175,1,110,21,6,122,20,310,31,8,6,9,87,13,2456,talk_id
71,7,204,312,40,530,134,950,127,12,19,8,496,57,2457,talk_id
25,2,85,11,0,21,1,62,7,3,10,0,12,1,2458,talk_id
54,10,138,111,12,121,60,200,29,12,14,64,105,66,2459,talk_id
6,3,13,55,0,177,27,23,6,4,11,4,56,26,2460,talk_id
171,11,47,273,123,33,225,293,167,5,43,11,29,11,2461,talk_id
23,1,27,36,3,215,2,62,49,0,17,3,112,7,2462,talk_id
68,2,57,120,29,88,44,258,11,8,26,4,103,9,2463,talk_id
62,1,173,22,6,50,6,185,21,4,30,4,74,11,2464,talk_id
35,0,83,38,0,49,17,196,10,1,22,3,55,0,2465,talk_id
151,3,11,43,5,13,3,63,24,0,0,9,9,0,2466,talk_id
61,1,17,53,111,50,47,174,5,3,33,3,12,13,2467,talk_id
40,9,59,129,5,256,55,188,8,8,37,4,176,7,2468,talk_id
28,7,16,56,11,142,23,42,3,5,24,2,73,29,2469,talk_id
102,1,56,33,5,51,6,121,4,1,6,4,20,7,2470,talk_id
52,3,25,364,8,374,110,365,32,4,59,6,31,5,2471,talk_id
447,10,173,105,407,62,76,607,13,14,44,27,56,16,2472,talk_id
155,6,663,383,28,738,156,1655,86,9,36,3,580,24,2473,talk_id
21,3,69,76,32,18,108,114,38,0,17,2,4,4,2474,talk_id
80,0,73,136,13,150,169,148,20,4,20,4,83,13,2475,talk_id
54,0,113,28,1,56,17,150,11,3,7,0,48,0,2476,talk_id
43,4,5,18,46,0,6,7,5,1,4,6,5,7,2477,talk_id
59,2,61,87,20,136,39,341,24,1,17,1,142,2,2478,talk_id
47,4,43,96,1,122,63,126,29,7,18,0,55,4,2479,talk_id
41,10,106,26,4,93,9,179,6,2,11,4,100,25,2480,talk_id
76,0,88,25,22,90,7,129,12,0,3,3,53,3,2481,talk_id
104,1,81,27,5,66,2,118,3,1,3,4,29,8,2482,talk_id
56,0,130,40,3,57,7,145,19,0,1,0,62,0,2483,talk_id
13,0,14,94,10,75,108,114,47,0,0,0,24,0,2484,talk_id
115,1,67,80,8,41,20,318,38,7,3,1,118,2,2485,talk_id
6,0,136,27,0,46,2,104,10,0,0,0,24,0,2486,talk_id
7,0,1,21,1,40,4,11,6,0,1,0,6,0,2487,talk_id
59,0,50,154,39,351,24,421,19,0,1,1,293,0,2488,talk_id
4,1,7,18,8,51,7,13,2,0,1,0,20,0,2489,talk_id
48,0,19,284,11,231,72,131,86,0,0,0,42,9,2490,talk_id
2,0,3,57,4,96,23,46,15,2,5,0,56,0,2491,talk_id
1,0,5,10,1,48,5,22,1,0,2,0,24,0,2492,talk_id
27,0,34,15,65,15,13,73,5,0,3,0,20,0,2493,talk_id
33,0,14,54,5,90,30,130,9,0,4,0,56,2,2494,talk_id
7,0,14,45,3,75,18,36,17,0,5,0,16,0,2495,talk_id
7,0,64,73,4,227,27,104,58,4,9,0,125,6,2496,talk_id
10,0,1,46,2,84,11,12,18,1,6,0,9,1,2497,talk_id
27,0,4,9,1,31,5,39,17,0,0,0,10,0,2498,talk_id
7,0,27,82,30,49,62,46,46,0,8,0,8,0,2499,talk_id
28,0,76,47,18,33,34,94,17,0,3,1,24,7,2500,talk_id
67,15,227,56,0,20,7,213,52,0,6,0,20,0,2501,talk_id
12,0,1,8,10,32,6,13,2,1,1,1,9,1,2502,talk_id
9,0,6,86,7,112,67,72,49,0,12,0,3,3,2503,talk_id
6,6,6,50,3,109,20,40,9,1,18,3,32,7,2504,talk_id
49,10,6,110,0,213,36,52,12,13,29,9,39,10,2505,talk_id
42,2,55,57,56,102,18,257,18,5,10,0,114,1,2506,talk_id
174,3,10,153,17,122,7,196,25,9,12,11,75,3,2507,talk_id
84,3,1,24,3,1,11,23,18,1,1,2,2,0,2508,talk_id
109,1,9,168,16,215,41,112,22,10,23,6,35,3,2509,talk_id
48,5,63,15,0,23,5,95,11,4,24,9,24,40,2510,talk_id
69,2,25,153,75,235,50,277,24,13,30,10,116,10,2511,talk_id
24,0,34,26,0,32,4,92,26,0,0,0,32,0,2512,talk_id
31,3,13,27,21,76,28,89,2,0,6,0,31,6,2513,talk_id
5,0,4,40,4,95,18,82,2,6,10,0,29,2,2514,talk_id
28,1,24,15,4,51,39,112,7,0,1,14,46,5,2515,talk_id
40,4,16,104,18,236,13,123,8,8,29,1,73,4,2516,talk_id
185,5,26,56,14,18,12,135,5,13,16,1,5,9,2517,talk_id
23,17,124,93,5,266,28,112,32,11,20,16,132,82,2518,talk_id
5,2,4,35,10,64,19,15,3,1,1,2,14,2,2519,talk_id
142,2,30,49,9,5,18,152,8,13,7,6,8,1,2520,talk_id
5,11,5,64,5,53,21,14,27,8,29,11,1,26,2521,talk_id
6,0,5,64,7,146,26,31,13,0,2,1,18,1,2522,talk_id
85,4,24,42,2,24,6,69,10,0,7,1,4,1,2523,talk_id
7,10,46,31,3,47,15,99,4,17,10,14,31,33,2524,talk_id
24,0,9,22,17,16,1,48,3,0,4,0,19,3,2525,talk_id
29,1,50,30,1,91,1,119,31,8,7,2,37,6,2526,talk_id
15,1,8,114,8,129,34,49,19,1,10,3,51,8,2527,talk_id
7,5,63,10,3,112,1,18,17,9,10,11,36,18,2528,talk_id
9,0,1,16,0,5,16,12,4,0,0,0,5,0,2529,talk_id
32,11,76,56,4,97,24,149,2,6,13,4,81,28,2530,talk_id
30,2,12,79,32,40,67,148,20,1,7,0,24,6,2531,talk_id
7,0,17,16,1,64,3,22,1,0,5,0,18,5,2532,talk_id
21,3,71,170,9,214,115,218,13,8,26,7,96,10,2533,talk_id
29,6,11,24,2,16,20,42,13,0,8,1,7,4,2534,talk_id
21,0,5,36,4,50,12,46,17,3,3,3,18,3,2535,talk_id
54,1,77,34,19,71,12,72,16,6,3,1,63,2,2536,talk_id
16,1,45,15,26,15,1,72,0,4,5,7,40,12,2537,talk_id
484,8,109,170,3,294,9,677,29,6,61,8,124,27,2538,talk_id
18,0,4,54,5,51,4,50,1,1,11,3,25,4,2539,talk_id
7,0,6,28,2,78,19,73,3,1,0,0,36,3,2540,talk_id
15,4,2,35,4,157,3,18,7,11,9,18,62,38,2541,talk_id
12,12,8,52,39,91,19,60,3,29,14,3,26,10,2542,talk_id
41,1,43,14,6,15,7,35,3,3,1,5,2,5,2543,talk_id
13,3,6,31,3,68,31,41,5,1,3,4,12,4,2544,talk_id
9,0,8,15,0,37,4,31,0,1,6,1,30,1,2545,talk_id
21,2,24,8,1,33,22,27,14,3,0,1,24,12,2546,talk_id
4,0,2,32,20,38,6,20,8,0,13,0,7,1,2547,talk_id
14,5,2,24,1,32,19,30,1,0,4,0,3,1,2548,talk_id
21,1,107,39,63,75,37,147,7,3,5,7,65,6,2549,talk_id
12,3,0,9,0,25,14,26,3,9,11,4,5,21,2550,talk_id
